name,info,tokens
,,jennifer|lisa|jeff|elizabeth|ann|linda|karen|sara|heather|julie|susan|donna|ellen|debbie|jane|kathy|sandra|kimberly|jackie|beth|sharon|lori|tammy|paula|carol|brenda|betty|denise|diane|diana|becky|teresa|patricia|wendy|blair|gina|janet|melanie|cheryl|judy|alicia|liz|claire|norma|dana|jen|cathy|pam|kathleen|erika|pamela|kris|theresa|maggie|stacy|shirley|bonnie|ruth|terri|carolyn|rhonda|sherry|debra|sheila|janice|susie|vicki|tonya|deb|rita|gail|joan|evelyn|vicky|kristi|brandy|maureen|darlene|melinda|jeanne|wanda|jarrod|dianne|sheri|marsha|vickie|juanita|lois
,,é|não|isso|mais|cara|uma|pra|ele|tem|esse|essa|foi|vcs|fazer|meu|só|vai|quem|vc|ter|aqui|pegadinha|nao|mesmo|faz|já|quero|mano|eles|quando|são|sou|sem|assim|ainda|seu|errado|você|rússia|até|pode|ao|desse|aí|sua|es|urso|pela|tá|tenho|coisa|nossa|dessa|onde|respeito|nesse|nessa|dá
,,taylor|marie|nicole|ashley|mary|tyler|amanda|laura|amy|emily|morgan|melissa|stephanie|lauren|katie|lynn|samantha|hannah|jamie|brittany|anna|emma|amber|andrea|rebecca|shannon|angela|anne|kate|victoria|christina|courtney|erin|kayla|christine|louise|brooke|natalie|tiffany|jo|bailey|jade|renee|alyssa|olivia|jess|jenny|whitney|paige|nikki|kelsey|alexandra|kristen|shelby|catherine|allison|alice|sophie|chloe|lucy|leah|leigh|jenna|haley|caitlin|molly|brianna|abby|ellie|savannah|kaitlyn|dalton|brandi|missy
,,grand|husband's|mother's|mom's|father's|dad's|wife's|oldest|son's|daughter's|youngest|daddy's|friend's|brother's|grandmother's|co-worker|sister's|uncle's|maternal|in-law|coworkers
,,amin|yg|itu|dia|yang|ini|ada|orang|manusia|nya|mau|aja|mereka|singa|bisa|saya|suku|kita|boneka|dah|dari|berita|tau|sama|jangan|buat|gak|mana|mungkin|kalo|jadi|kiamat|kok|tidak|juga|kali|tuh|gk|tapi|dengan|bukan|aku|lari|percaya|lagi|atau|kalau|udah|editan|hanya|nih|mante|lah|hutan|liat|cuma|jgn|untuk|masuk|sudah|masih|banyak|cari|baca|dunia|pada|bikin
,,。|、|！|・|，|」|「|？|『|』|中村石野|明香|（|）
,,"300|000|1000|500|000,000|50k|1,000|400|10,000|00|300,000|100,000|50,000|600|700|800|1m|1.5|4.30|1,300|3000|200,000|5000|30,000|250|20,000|900|500,000|250,000|1.2|350|100k|1.4|5,000|2.5|3,000|4.00|2,000|1500|6000|200k|45,000|2500|130|4000|15,000|10k|4,000|6,000|250k|3.5|160|1.6|whop|40,000|125|400,000|1.8|320|1200|1300|1mil|60k|450|25,000|1million|20k|000.00|500k|4k|800,000|1,500|150,000|5k|999"
,,matthew|roman|luke|):|chapter|timothy|psalm|isaiah|proverb|leviticus|genesis|corinthian|mathew|chronicle|kjv|‬|twain|rom|ephesian|ezekiel|‭
,,่|้|ั|ี|ิ|ื|ุ|ู|น|็|ม|์|อ|ก|555|ึ|ง|ต|ว|ส|บ|ด|ท|ไม|ย|ร
,,dan|ni|kay|ko|ng|li|ang|ay|ka|mah|lu|lang|foto|kaya|yan|mga|yung|sharma|nguyễn|ting|hal|bebe
,,@lisztnut|@pataskalagirl|@jjgreek2|@prayforthegaycure|@lakeishaqueen|mrebonyman|@tsuruta1|@7779311tt|@mistermouthy|duround|@taneishared1990|@guitarttimman|@mrorigins1|@nradude|namordecai|@mrebonyman|@michaeiparker|@arthurcoombs|lisztnut|@surrealltv|@changemeansnowhites|@clubindiana4|@sporto14|@southernsexxy|mrebony|@truthalwaysherts|@icaucusregion6|@soccerlover1980|@edwardhunterdon|@bvdwidepants|@johnjenkins500
,,april|january|june|nov|jan|july|september|december|october|august|february|sept|fy|dec|oct|feb|8/|aug
,,💙|💕|💜|♡|💖|😇|✨|💚|💗|🌹|👑|💛|💋|💞|🎉|💓|🐾|🌟|💝|💘|💟|🐕|💐|🎁
,,jordan|hay|ray|dawn|holly|crystal|gray|mason|ash|knight|patty|berry|eli|lamb|mat|lily|sally|harley|clay|pierce|cannon|shepherd|zoe|rod|ruby|rocky|levi|castle|autumn|roach|ginger|barb|eden|dash|dorothy|cheyenne|lilly|jolly|frost|forrest|floyd|jewel|grove|dane|moss|bert|raven|hen|curry|wang|alexandria|garland|hatch|mercedes|bland|sear|oak|dusty|tyrone|tang|baron|burr|rusty|crowley|wu|hull|beaver|angus|tamir
,,3rd|4th|5th|8th|fourth|6th|7th|fifth|9th|10th|sixth|12th
,,williams|miller|mitchell|harris|robinson|tracy|murphy|campbell|russell|evans|collins|phillips|rogers|bradley|watson|harrison|connor|riley|bennett|peterson|murray|garrett|cox|griffin|hughes|hart|richardson|gibson|curtis|joyce|bryant|elliott|robertson|reynolds|sullivan|myers|fisher|holmes|shaw|barber|barnes|palmer|davy|gilbert|webb|dillon|walsh|henderson|harper|jenkins|watt|boyd|hudson|johnston|richards|kane|coleman|burke|wagner|carroll|simmons|dixon|patterson|o'brien|griffith|moran|schmidt|dunn|barrett|chapman|lloyd|nichols|morrison|davidson|trent|bryce|hoffman|doyle|snyder|meyer|jensen|dawson|chandler|carr|burton|keller|cunningham|lyon|weaver|williamson|parson|pearson|wyatt|gill|jennings|lawson|horton|hardy|colton|hawkins|misty|maxwell|steele|fitzgerald|nolan|neal|pitt|hale|fletcher|randall|olson|carlson|fuller|watkins|chen|madden|lowe|meredith|macdonald|o'connor|newman|gallagher|welch|schneider|hanson|sims|weber|walton|howe|fraser|greene|howell|barnett|mccoy|saunders|duffy|barton|larson|underwood|marsh|fowler|vaughn|reese|gibbs|swanson|foley|conner|fleming|higgins|shelton|gregg|caldwell|farrell|hubbard|phelps|o'neill|goodwin|chang|baxter|moody|thomson|nicholson|sutton|kerr|stevenson|bowman|boyle|osborne|cummings|kirby|mclean|bowen|pearce|morton|mckenna|skinner|sawyer|ramsey|bauer|christensen
,,cheetos|teddy|temptation|beggin|milkbones|cheez|cheezits|pupperoni|poptarts|pj|cheez-its|milkbone
,,van|tara|julia|alexis|vincent|erik|leon|sabrina|bianca|tanya|gloria|nina|mel|sebastian|andre|mann|kristina|lara|nicolas|audrey|marina|mari|belle|cassandra|dani|elena|frankie|lea|felix|naomi|isabella|franco|camille|pauline|irene|wtfff|simone|stefan|esther|nadia|regina|lim|pierre|jj|vera|tia|berg|clara|yee|vivian|nic|sol|kristine|andreas|iris|michel|nico|wei|ly|luca|jocelyn|lena|val|jasmin|nadine|damian|aria|silvia|eddy|nielsen|aman|denis|demi|elisa|stella|kai|lucia|anastasia|vo|isabelle|pham|elsa|lina|fatima|nathaniel|pepe|yolanda|marianne|francesca|jonas|jana|antoine|dina|nan|serena|rochelle
,,selfish|arrogant|dishonest|incompetent|bitter|narcissistic|divisive|cowardly|narcissist|unstable|smug|psychotic|unqualified|maniac|shameless|trashy|egotistical|inept|senile|pompous|classless|demented|cynical|inexperienced|manipulative|self-righteous|ruthless|self-serving|soulless|underhanded|demagogue|unhinge|vindictive|untrustworthy|cocky|thoughtless|uncaring|dishonorable|sociopathic|deprave|unfunny|sadistic|amoral
,,director|author|founder|association|review|publish|editor|magazine|newspaper|institute|alum|previously|contributor|economist|analyst|ministry|journal|watcher|politico|formerly|historian|mavni|ap|prominent|archive|strategist|kuwaiti|spokesman|herald|cato|investigative|publication|correspondent|nyt|publisher|co-founder|annenberg|columnist|editorial|advisory|longtime|fmr|unveil
,,и|в|не|я|на|что|это|а|как|с|стать|феей|за|у|то|все|ты|но|видео|так|вы|по|меня|винкс|если|кто|просто|мне|из|вот|он|да|бы|когда|фея|от|ну|про|же|очень|или|только|песня|для|они|к|его|она|надо|есть|о|уже|можно|способ|музыка|чтобы|мы|было|там|всё|нет
,,maria|jose|carlos|juan|luis|mira|victor|jorge|morale|adrian|rosa|antonio|miguel|mario|manuel|claudia|rio|omar|jaime|fernando|ivan|alejandro|luna|ricardo|santiago|alberto|javier|edgar|daniela|cesar|karina|cristina|roberto|guzman|pablo|sergio|alma|salina|marcos|xavier|andres|ruben|julio|isabel|guerrero|sofia|erick|natalia|raul|peña|campos|manny|josé|edwin|cristian|mayra|paola|fabian|angelo|enrique|villa|lorena|armando|arturo|miriam|lorenzo|mora|barrio|gaby|rosario|cecilia|marin
,,garcia|rodriguez|martinez|lopez|hernandez|gonzalez|sanchez|vanessa|torres|ramirez|rivera|flores|ramos|reyes|diaz|gomez|gutierrez|mendoza|ortiz|ruiz|castillo|gonzales|moreno|jimenez|alvarez|medina|romero|carmen|garza|karla|salazar|fernandez|hector|herrera|adriana|vargas|soto|vasquez|rene|angelica|aguilar|alexa|alejandra|delgado|ortega|navarro|sandoval|sonia|valdez|mendez|maldonado|padilla|contreras|estrada|molina|alvarado|vazquez|rojas|munoz|marquez|santana|dominguez|figueroa|raquel|tania|priscilla|ayala|espinoza|cortez|acosta|villarreal|juarez|mejia|valencia|rangel|ramon|avila|yvette|fuentes|duran|nunez|solis|roble|aguirre|carrillo|rosales|cabrera|pacheco|serrano|ochoa|salas
,,muito|bom|bem|parabéns|boa|melhor|feito|minha|foda|música|sempre|lindo|deus|gostei|achei|ficou|diva|genial|demais|ideia|parabens|adorei|amei|yaaas|mulher|rainha
,,ich|der|ist|und|ein|mal|ja|den|mit|nicht|auch|von|zu|auf|wie|für|wir|nur|wenn|sie|mich|eine|aber|noch|wo|sind|hier|kann|mir|geil|bei|einen|bär|sich|oder|ihr|doch|immer|wer|das|dann|haben|einfach|russland|mein|sein|schon|wird|nach|wieder|alles|vor|diese|gar|mehr|euch|alle
,,er|du|vi|han|det|kan|om|og|på|som|har|är|jag|så|och|att|var|av|jeg
,,33|55|65|38|53|52|51|42|48|44|43|49|57|46|37|72|41|39|54|56|59|64|69|66|58|67|68|63|62|93|82|61|79|76|91|86|84|92|73|01|89|74|81|02
,,🇷|🇲|🇽|🇱|🇨|🇦|🇮|🇧|🇬|🇵|🇪|🇹|🇳|🇫|🇩|🇯|🇰|🇭|🇴|🇻|🇿
,,ser|ese|todo|todos|gente|solo|persona|hacer|tiene|está|fue|sus|esa|donde|uno|país|algo|nunca|somos|vez|ahora|hasta|pais|quien|familia|sobre|nadie|estos|mismo|nosotros|cada|otro|ellos|también|estar|entre|aquí|pueblo|cosas|hijos|poder|tiempo|esos|nuestro|estas|unidos|hecho|unos|muchos|estados|otra|tal|otros|niños|día|ustedes|haber|nuestra|debe|tanta|tambien|pueden|estado|esas|estan|sido|tus|quiere|viene|cualquier|nuestros|habla|haciendo|junto|extranjeros|joven
,,bend|cliff|globe|9000|dub|revolve|alll|parachute|preside|plaster|317|comb|drool|hover|420|anyday|gloss|fawn
,,\|°|★|☆|___|·|{|}|§|⠀|͡|¯|__|€|£|:-:|ch|‎|stat|÷|＿|͜|●|×|￣|ʖ|(8|■|ω|¥|♪|♫|⊙
,,#2a|#nra|#conservative|#buildthewall|#1a|#prolife|#patriot|2a|#tcot|#christian|#ccot|#deplorable|#military|#constitution|#usa|#israel|λαβε|#pjnet|#god|μολων|#benghazi|#veterans|#vets|#cruzcrew|#veteran|1a|#america|#noamnesty|#codeofvets|#tgdn
,,ai|ala|pipi|noi|padure|tare|poate|melodia|unde|voi|dus|targoviste|bine|dragnea|esti|chiar|pise|cine|acolo|târgoviște|tine|ea|aia|caca|aici|vede|numai|wc|doar|cace|romani|pare|jos|astia|bacau|fie|pana|prin|vad|lor|loc|mult|fel|melodie|mea|zapada|luat
,,eso|porque|nada|esto|jajaja|bueno|así|¿|jajajaja|verdad|puede|ella|creo|asi|jaja|qué|oso|tienen|hombre|será|vivo|sabe|están|serum|puedo|pasa|estamos|jajajajaja|tenemos|pues|deja|ahí|vale|ahi|ojala|cree|cierto|anda|dicen|wey|cómo|entiendo|podemos|hicieron|miedo
,,yikes|yuck|ewww|o_o|ew|whaaat|ouch|hm|omgosh|yuk|bummer|smfh|grrr|gtfoh|hum|roflmao|eww|waaa|:-/|dafuq|whew|ughhh|ooohhh|111|whattt|fuuuck|ijs|whaaa|riiight|bahahahaha|wwjd|pfft|wha|pleaseee|duhhh|ooops|foh|dayum|lololololol|aaahhh|geeez
,,carro|canal|mundo|vídeo|lugar|brasil|papel|dono|vox|papeis|sabia|lado|outros|pessoal|papéis|doi|meio|caso|tomar|vídeos
,,━|¤|┃|¸|ø|º|„|¨|▬|┏|┫|┣|┓|┗|┻|┛|╭|┳|╮|╰|☭|╱
,,c'est|ça|lui|fait|bon|anglais|moi|quand|beau|parle|trop|vu|j'ai|même|toi|vie|elle|là|aussi|qu'il|mdr|faut|russie|quoi|rien|encore|pense|vraiment|vos|veux|vrai|venir|quel|mieux|enfin|tres|discours|petit|voir|mot|juste|sais|planète|maxime|aller|oui|n'est|qu|qu'on|jamais|manu
,,mexicano|¡|madre|méxico|puta|viva|puto|mierda|ruso|hijo|pinche|pendejo|presidente|rusia|eres|saludos|perro|loco|verga|hubieran|raza|gringo|pobre|pedo|racista|putos|maldito|matado|pendejos|basura|rusos|mexicana|europa|viejo|hermanos|puro
,,oscar|tattoo|nguyen|gen|mia|dee|singh|bella|tran|kat|meg|wong|daisy|ace|jd|aj|chan|tat|maya|stan|darling|sophia|rus|nana|cc|cj|ac|chanel|bae|dir|lam|dom|panda|coco|kumar|mimi|jc|sup|ira|eng|nat|badger|vin|yogi|finn|thai|welsh|lai|kc|mp|barron|izzy|mona|lola|auntie|bentley|bri
,,🌈|🌎|🗽|🌸|🌺|🌻|🌲|🍀|🌍|🕊|🎈|🌴|💍|🌏|🌱|💎|🌞|🌷|🦋
,,deficiente|vocês|fosse|tudo|pelo|acho|ela|tempo|pq|depois|tinha|queria|seria|também|thiago|existe|dele|musica|br|fez|verdade|vou|trabalho|porra|alguém|estão|lá|fizeram|realmente|outro|mentira|certo|né|galera|tava|essas|dando|filme|seus|mim|povo|tão|massa|quer|estava|toma|algum|estou|brasileiro|disso|merda|fazem|pouco|poderia|ninguém|vão|fazendo|gostaria|levar|viu|tbm|saiu|acidente
,,ou|vaga|ia|parte|tipo|ante|casa|tanto|nem|menos|moto|fica|deficientes|sei|estacionar|poi|igual|multa|hora|vagas|falta|deve|vergonha|direito|merece|guarda|quanto|mato|terra|pai|atitude|causa|bola|sai|sao|outra|sair|pensar|deveria|parar|aki|pagar|qual|vezes|deu|tirar
,,ig|insta|🐘|🚀|🎓|🦅|©|:@|→|»|fc|▪|#truth|®|🍊|🔴|#politics|🚔|🦁|alumna
,,ir|toda|pessoas|bajo|vamos|agora|rua|pinch|pessoa|cagar|cidade|lei|bajó|orinar|mear|corta|comprar|matar
,,ana|lucas|olha|gabriel|amor|silva|santos|rafael|pedro|pena|eduardo|capa|oliveira|felipe|sim|monte|guerra|gabriela|lima|mariana|gustavo|alexandre|kk|leonardo|rodrigo|paulo|rodrigues|elia|mata|tiago|russo|souza|ferreira|fernanda|matheus|luz|dela|guilherme|henrique|larissa|mina|andrade|luiz|invisibilidade|rocha|camila|juliana|pereira|nieto|fernandes|manda|mauricio|beatriz|igor|duarte|alves
,,pause|2:56|stare|2:55|chuckle|0:38|1:04|1:30|1:24|1:51|1:52|1:05|2:57|1:10|1:50|disco|0:06|1:00|seam|0:30|2:52|2:00|1:03|0:40|2:25|0:39|0:07|1:09|shudder
,,🐻|🐶|😹|👻|😻|😌|😙|💦|🐱|😚|🙉|🎃|🐺|😿|😗|🐈
,,romania|argentina|costa|holland|colombia|salvador|chile|nova|kong|morocco|hong|peru|rica|thailand|malaysia|guatemala|singapore|austria|montreal|ghana|jamaica|gb|wale|keisha|toledo
,,🎶|🏈|🐝|🖤|📚|💫|🎼|🎤|🎵|🎥|👠|🏆|🦄|🎸|🏀|🎧|💻|🎨|🍷|🎭|🎬
,,hahahah|loool|hehe|:-d|;d|hah|hahahahahahaha|xddd|haaa|wooow|hahahahah|hehehe|omggg|hhh|lolz|wowww|dd|ahahaha|aha|:')|ahaha|hahahahahahahaha|lool|xdd|gg|lolll|hahahha|:-p|coool|ahahah|oy|hahahahahah|bah|woow|loll|vey|damnnn|emin|ahah|hillarious|yaaasss|faaake|ahahahaha
,,ा|े|्|ी|क|ि|र|ं|ो|म|ह|न|स|त|य
,,angie|jasmine|lindsay|leslie|caroline|veronica|cynthia|kristin|natasha|deborah|connie|caleb|katherine|hayley|laurie|annie|cassie|rachael|toni|elaine|carla|mandy|ashleigh|tracey|marissa|kara|monique|brendan|suzanne|jacqueline|alison|torus|colleen|brittney|leanne|nichole|mackenzie|kristy|kylie|kathryn|mckenzie|steph|hayden|annette|becca|tamara|lynne|aimee|robyn|jodi|deanna|allie|shelley|jenn|yvonne|ariel|amelia|elise|hanna|devon|sylvia|maddie|cassidy|abigail|tristan|kirsten|eileen|lambert|lacey|kendall|patti|krystal|hailey|sasha|bridget|krista|breanna|lydia|gemma|ashton|clare|robbie|lexi|kellie|ashlee|dominique|preston|nicola|jodie|alana|katelyn|kaitlin|maddy|candice|justine|trish|lorraine|avery|jayne|janelle|kendra|bec|jillian|chrissy|michaela|reece|kieran|alisha|kaylee|kari|mindy|abbey|marlene|tami|faye|fiona|bree|kirsty|shea|gage|lyn|jeanette|kasey|josie|gabe|tricia|marisa|briana|tasha|mallory|tessa|charlene|teri|valentine|roxanne|belinda|rhys|donovan|ciara|rachelle|stefanie|kimberley|gracie|celeste|sadie|joann|britt|rebekah|jayden|janine|chelsey
,,chad|randy|fred|doug|troy|kenneth|anita|philip|gregory|micheal|christy|gavin|raymond|phillip|sammy|malcolm|shelly|dwayne|lance|dominic|boris|kirk|clint|kelli|tj|gerald|beverly|milo|stevie|benny|jody|mack|marty|desiree|freddy|derrick|richie|wes|colby|grime|sherri|jonny|madeline|gwen|louie|abel|marvin|damien|rex|micah|sid|elliot|harold|collin|o'malley|gu|sheldon|patsy|candace|jerome|damon|lynda|jp|hyde|marcia|sidney|byron|trisha|bart|jeffery
,,​|္|း|ာ|ိ|ေ
,,falso|nave|dice|español|estaba|trabajo|tener|tierra|espero|planeta|árboles|hizo|baño|poco|forma|hacen|cuenta|agua|padre|seguro|problema|dross|momento|gobierno|luego|montaje|extraterrestre|fuera|marciano|claro|mujer|ayuda|ganas|sólo|él|medio|humano|tecnología|quieren|malo|escalera|peor|película|comentarios|nuevo|digo|futuro|comida|cual|posible|arboles|idiota|llama|cabeza|veo|primero|naturaleza|comentario|buenas|increíble|información|sigue
,,dit|ik|een|het|ook|echt|ze|niet|voor|wel
,,َ|و|ایران|من|،|في|الله|‏|؟|ُ|ْ|ّ|ترامب|ِ|على|لا|به
,,amiin|aaa|amiiin|aminn|aminnn|ut|sp|comer|ro|oi|amerika|hu|pau|aamiin|madrid|lg|kek|cho|mara|=(|mg|noe|fe
,,💃|👉|✋|🙅|👼|🏃|👈|👸|👆|🖖|🎅|👇|🖒|👶|🙆|👐|💅
